Görüş,Durum
Annem çok memnun kaldi,1
0 yönleri: Paketleme kötü ürünün alt tarafı yamuk geldi,0
Ürün her nekadar kullanılmış olarak gönderilsede ucuz olduğu için uğraşmadım verdiğim puan satıcı içindir,0
10 numara 5 yıldız ürün içiniz rahat alabilirsiniz kayınvalidem evimizde görüp beğendi ona da sipariş ettik iki yıldır kullanıyoruz gayet memnunuz filtre bakımı yapıldıktan sonra yıllarca rahatlıkla verimli olarak kullanılabilir,1
Süzgeç küçük,2
Renkler guzel cok calistirmasam da calisma ses duzeyi gayet iyi cok gurultulu degil.,1
ürün çalışıyor, biraz daha ağır olabilirdi,0
Çaydanlık sapının olduğu yer Çelik yerinden zamanla ayrılıyor eriyor.4 beş ayda eridi sap elimde kalacak diye korkuyorum,2
Cok kaliteli cok kullanisli,1
Makine alt ipi topluyo Marka -PFAFF 260C,2
fiyatina gore gayet guzel,1
telefon nerede ???????????!!!!!!!!!!!!!,0
fotoğrafta 3.1 3.0 2.0 yazıyor özeliklerde de Okuma hızı (USB 3.0 (3.1 Gen 1) yazıyor 2.0 olan usb portta çalışırmı,0
Urun yazması hızlı ama sesli calisiyor,2
ürünü dun aldim ve mükemmelin otesinde ve şuan serviste ortam sesini içeri verme olayını denedim harika spor esnasındakı verileri daha sonra paylaşacam ama alınmasi gereken bir ürün,2
Sobanin denge cubugu.surekli alarm veriyo ve calismiyo..nasil.cozulebilir bu durum,0
Altus falan diye düşünmeyin, çok iyi bir makine, fiyata göre harika. Hem anneme hem eşime aldım, oldukça memnunuz. Kargo hızı cok iyi, 2 günde elimize ulaştı. Tereddüt etmeden alabilirsiniz.,1
İş görür normal,2
Ürün 1800 W olması nedeniyle ızgara anlamında yeterli performansı sunamıyor. Bu durum geç pişirmeye sebep oluyor. Tavuk ürünlerinde bile aynı sıkıntı yaşanmakta, etlerde süre iyice uzuyor. Yoksa cihazın tasarımı ve kalitesi kötü denemez. Ama efektif kullanım açısından tatmin edici bir hizmet alamıyorsunuz.,0
Fiyat performans olarak çok iyi. geniş aileler için uygun büyüklükte,1
öncelikle iade etmeyi düşündüm ancak kutusunu attıgımıda için iade girisiminde bile bulunmadım. su tankı yok. suyu kahveyı şekeri siz koyuyorsunuz iyice karıstırıyorsunuz ocaga koyacagınıza oraya koyuyorsunuz sadece ısıtıyor. max cizgisini gecmediği halde tasıyor. bence almayın. kahvenız ıyıyse tadı zaten iyi oluyor.,2
Bu kadar düşük bir puan vermek istemezdim çünkü bir özelliği dışında herşey çok güzel. Ancak iphone lara sunulan uygulama Android lardaki kadar güzel değil. Yani Android te bildirim açıp kapatma kısmında hangi uygulamalardan bildirim almak istediğinizi seçebilirken, IOS larda WhatsApp tan bile bildirim alamazken umursamadığın varlığını unuttuğun uygulamalardan gelen bildirimler alabiliyorsun. Bu arada ben xiaomi mi band 2-3 de kullandım kutu tasarımları çok özenli ve çok güzeldi. Huawei bu saatinde sanki ilaç kutusu gibi bir kutusu vardı.,0
Ses seviyesi gayet iyi yalnız açık konumda müzik çalmadığında hışırtı çıkarıyor. Fare hareketlerinde tıklamalarda bariz belli oluyor.,0
sadece köfte pişirebilirsiniz eğer kanat yada et pişirmek isterseniz sabah başlayın akşama belki yersiniz :),0
Ürün uydu anteni olmadan tv görevi görmüyor,0
Her anlamda memnunuz özellikle sessiz çalışması ve hızlı ısıtması çok iyi,2
1 yönleri: Çok memnun kaldım. Beğendim tavsiye ederim. Köpüklü güzel ayran yapıyor. Ürünleri çok güzel parçalıyor. Satıcı siparisten 1 saat sonra kargoya verdi. Teşekkür ederim. Hayırlı işler diliyorum.,1
Kendi evime almıştım. Git gel annem makineyi beğenmişti ihtiyaç doğunca da aynısından aldık. Ben genel olarak memnunun makineden. Ama 30.03.2019 tarihinde makine ceva lojistik'e verildi. Daha dün yani 08.04.2019'da eve ulaştı. Bugünde servis gelip kurdu. Tek sıkıntı lojistik firması. İzmir'den / Zonguldak Merkez'e 9 günde getirdi.,1
Sipariş verdiğim ürünler kaliteli çalışıyor eksiksiz ve sorunsuz bir şekilde adrese teslim ediliyor. TRENDYOL çalışanlarına ve servis elemanlarına teşekkür ederim. Ellerine sağlık.!,1
Sorunsuz ve çok iyi ürün,1
çaydanlik çok kullanişli hacimli olmasi kalabalik ailelere hitap ediyor dayaniklimi derseniz bilemeiyecegim henuz 4gün oldu ins dayanikli çikar,1
Uygun fiyat ve kullanışlı ürün,1
flash girişi çalışmıyor flası takınca radyo moduna geçiyor radyo kaydedemiyorsun hep en baştan başlıyor ayar kumandadan radyo ayarlayamıyorsun komandada eqolayzer çalışmıyor ses seviyesi aşırı iyi,0
Ürünün kenarı inda minikte olsa bir hasar var görmeden almamak gerekiyor sanırm pişirmesi güzel kek yaptım denemek için geç pişti sanki ama kabardı güzel yani,2
evet aldığım üründen çok memnun kaldım hepsi burada teşekkür ederim,2
Yeni aldım daha deneme şansım olmadı ama kaliteli bi malzeme,1
Çok güzel bir ütü fakat biraz ağır,1
10 ay kadar önce aldım bana mısın demedi. Yalnız yazılımsal olarak ufak tefek eksiklikleri var. Bazen telefonla konuşurken ekran kararıyor ve karşı taraf telefonunu kapatmadığı sürece siz ekranı göremediğiniz için konuşma arkadan hala devam ediyor. Telefonun oto parlaklık ayarı biraz geç çalışıyor ve sizi uğraştırabiliyor biraz. Bunların dışında performans, görüntü, kamera bu fiyatın üstündeki birçok telefona denk.,1
Ürünü 2 gün önce aldım.vaadedilen 4 gündü teslimat için ancak 2 günde elime ulaştı.Bu konuda amazzona ve kargoya teşekkür ederim.Ürünü bilgisayarada kullanmak için almıştım 5 saattir bağlantı sağlayamıyorum.İnternetteki bütün videoları ve forumları ezberledim.bütün ilgili sürücüleri yeniden yükledim ancak sonuç yok.Yorgun ve mutsuz bir şekilde yazıyorum.verdiğim para boşuna gitti,0
kesinlikle tavsiye etmm,0
harika bir cayci süper cay demliyor ben çok memnun kaldim,2
urun guzel ama ici ufak geldi bana,0
Hızlı teslimat oldu, Arnica markayı uzun yıllardır biliyoruz,tercih edilebilir,,1
Henüz kullanmadığım için yorum yok.,0
Çok kötü bir tel sarjı 4 saat anca gidiyor bunun yerine gidin Iphoneden daha ucuz daha iyi bir telefon alın ben samsung c7 aldım sorunsuzca kullanıyorum,0
meyve püresi, smoothie,1
Daha once Arnica DAMLA supurgesini kullanmis biriyim. Ancak Bora 5000 i de kullandim. Bora 5000 1. Boyutlari cok buyuk. 2.Temizlemesi Damlaya gore daha zor. 3. Hepa filitresi olmasina ragmen ortam toz kokuyor. (Damla kokmuyordu) Kablo toplayicisi olmasi iyi.Ayarlanabilirolmasina ragmen ortamda toz kokusu birakiyor. Cekis gucu yeterli guc dugmesi mevcut.,2
fiyatına göre iyi bi makina ama oldukça fazla sesli çalışıyor,1
bu fiata harika bir ürün her her mutfakta olması gereken pratik bir âlet pahalı ürün almaya gerek yok aynı işi görüyor tavsiye ederim .,1
ürünü yaklaşık 2,5 yıldır kullanıyoruz güzel fakat elektronik kart arızası olmuş servis yedek parça olayının olmadığını söyledi tamir olayı kesinlikle yok. çöpe gidecek yani böyle bir firmaya yakışmıyor bence.,0
Aldığım ürünün garanti belgesi onaylanmadan geldi bu moralimi bozdu,2
Ürünün okuma hızı gerçekten kendini belli ediyor lakin yazma hızı adamı kanser edebilecek cinste elimde 2.0 hp usb var onun yazma hızı daha hızlı,0
Dün satın aldım ve heyecanla hızlı teslimat seçeneğini seçip bugün teslim aldım. Kargo firması ve teslimatın söz verildiği gibi yapılmasından memnun kaldım. Ama maalesef bana gönderilen A71 in ayıplı bir mal olduğunu mikrofonunun arızalı olduğunu fark ettim. Kamera ya da ses kaydı fark etmiyor bütün kayıtlarda dinlerken art arda güçlü bir şekilde patttpattpatt sesler geliyor. İstisnasız her kayıtta oluyor ve çok rahatsız edici. Whatsapptan basit bir ses kaydı bile gönderemiyorum. Ayrıca Google translate gibi programlarda da konuşma sesimi algılamıyor. Mikrofon olmadan telefonun da maalesef bir anlamı olmuyor. 4 senedir Samsung a5 kullanıyorum. Telefonu yenileyim dedim ve güvendiğim için emsallerinden daha pahalı olmasına rağmen aynı markayı tercih ettim bin pişman oldum. amazzon'dan da ilk alışverişimdi sonuç hüsran oldu. Özetle hem samsung hem de amazzon beni üzdü ve şaşırttı...,0
Ürüne yorum yapamıyorum ama montaj hizmeti sıfır ürünü ortada yarım yamalak monte edip bıraktılar ürünü şuan kullanamıyorum ve kumtelde hiç bir çözüm bulmadı,0
Ailecek Alerjik astım hastasıyız, hepa filtreli torbasız sulu süpürge araştırmalarımız sonucu geçen hafta sipariş verdik araya hafta sonu girdi elimize 4. Gün ulaştı. Biraz büyük olmasına rağmen çok ağır değil, çekim gücü diğer süpürgelere göre yüksek belirtilmesine rağmen beklentimizi karşılamadı onun haricinde turbo başlık olması iyi, sesi standart süpürgelerde olduğu gibi, mükemmel değil ama parasına göre bir süpürge abartılara aldanıp beklentinizi yüksek tutmayın...,2
hızlı ve güvenilir ben çok memnunum.,1
Aciklamalarda tam yazmıyor.Terostat kapatinca ikisi sönüyor biri sürekli yanıyor.Su buharı tutma sapına denk geliyor ve oluşan su kenardan sızarak aşağıya kadar geliyor her yer su oluyor. Kumtel'e hiç yakışmadı.,2
Arkadaşlar cihazı almadım ama inceleme fırsatım oldu buharını gören etrafı serinlettiğini soğuttuğunu zannediyor ve kanıp alıyor oysaki buharın soğutucu hiçbir etkisi yok normal bir vantilatörden farkı yok sadece rüzgar kimse dereceye etkisi olacağını düşünmesin yanlızca rüzgar yapar rahatlatır ama soğutmaz klima değil vantilatör ve ben bi vantilatörede bu kadar para vermem buna bu kadar para vermektense üstüne eklerim bir klima alırım ama ben uzaktan kumandalı şekil bir vantilatör almak istiyorum diyenler alabilirler hiç sorunsuz ömür boyu kullanırlar...,0
beğenmedim çünkü dikmiyor.Servisini arıyorum bakalım tamir olacakmı?almanızı tavsiye etmiyorum,0
her seferinde suyunu dökmeniz lazım ve içindeki parçaların temizliği kolay değil o dar yerlerde pislik kalınca bile koku yapıyor asla tavsiye etmiyorum,0
Gayet güvenilir ve hızlı,1
hizli kargo. güzel kullanışlı fiyat performans dengesi uygun.,1
Çok memnunum bu fiyata bu kalite,1
gerçekten kaliteli çok memnun kaldım rengi de çok guzel,1
Guzel bir urun fakat kapagi biraz zor aciliyor,1
Bu paraya git mi band 4 al en azından karşılığını fazlasıyla alırsın,2
Ürün hiç beklemediğim kadar iyi ve güzeldi ben bu kadar memnun kalıcağımı tahmin etmiyordum. Ürün elime geçene kadar verilen bütün hizmetlere teşekkür ediyorum.,1
Ürün hiç beklediğim gibi değil. Tuşlar çok sert ve sesli. Logitech bu üründe çizgisinden çıkmış. Laptop klavyesine benzer ürünler arayanlar başka modelleri incelesinler benim tavsiyem,0
Görüntü net değil. Bu fiyata bu olur diye düşünmeyin sonuçta para veriliyor. Almayın...,0
çok güzel bir ürün kullanışlı tavsiye ederim 👍,1
Ürün tam anlatıldığı gibiydi.kargoda sorunsuz ve hızlıydı.çekim gücü çok yüksek şuan için gördüğüm tek 0 yanı sesinin çok yüksek olması.tavsiye ederim,1
Avantajlar : İnanılmaz buhar çıkışı , Çok hızlı ısınıyor , Kablosu uzun kalın<br />Dezavantajlar : Fiyatı pahalandı. Indirimdeyken almıştım.<br />Ürün çok iyi tefal kalitesi ortada bence gayet iyi alınabilir.,1
2 ayda parçalandı,0
bu paraya anca bu kadar. tek artısı metal olması onun dışında ayakta zor duruyor ürün.,0
evimde 8 aydır kullaniyorum i7 7700 islemci 16gb ram 4 gb 256 bit ekran karti 240 gb ssd ve msi h110 anakartim hepsi mükemmel uyum içinde. ve çok sessiz. işyerimdeki. zenon işlemcili dell pc den 15 dk da aldigim renderı 9 dk da aliyorum.,2
Kullanışlı,1
Hızlı kargo güzel ürün teşekkürler hepsiburda,1
Arkadaslar urun elime sorunsuz ve cok hizli bir sekilde ulasti 3 yil garantili bir urun yorumlarda anlatildigi gibi cok iyi cekmiyor evim 110 m2 2 1 olmasina ragmen oturma odasinda telefon wifi cok zor goruyor ve wifi baglantisi kesilip duruyor ison acigi ben fiyati icin tercih ettim. Herkese iyi gunler,0
Ürün biraz geç ulaştı ancak ürünün performansı çalışır çalışmaz kendini gösterdi. Çektiği pislikler suyu çamur gibi yaptı. en önemlisi evin havasına toz bırakmaması. Hem fiyat hemde cihazın kalitesi fena değil. Zaten elektrikli aletler şans işi bir bakıyorsunuz 1-2 ayda problem çıkartıyor bir bakıyorsunuz 10 yık tık demiyor. 2-3 sene bile kullanıcak olsa hem fiyat hemde kalite açısından uygun tavsiye ederim...,1
ürün paslanmaz çelik olması saglık açısından çok önemli ama TEFAL den de başka türlüsü beklenemezdi. cok iyi işçilik,1
Açıkçası beklediğim gibi çıkmadı ürün. Neredeyse yaptığım her işlemde zorlanıyor. Çoğunlukla smuzi için kullanıyorum buz kullanmadan onda bile traktör çalıştırmış gibi sesler duyuyorsunuz bi zıplamaya başlıyor. Malzemeye gelince zayıf plastik malzeme, kolları her an kırılacak gibi geliyor sallanıyor ve bükülüyorlar. Blender haznesi sadece sıvı ile çalışabiliyor, püre haline getirmek istediğiniz malzemeleriniz ile yine kalırsınız(hadi humusu yapamadı neyse de avokadolu domatesli sosta da başarısız oldu). Meyve sokacağını ara ara kullanıyorum, fakat çok iyi sıkmadığı için kalanları atmıyorum, mesela havucu havuç rendesi niyetine dondurup yemeklerde kullanıyorum. Ve rendeye gelince bir kez denedim, beceremedim, yine doğrayıcıda hallettim. Yani bu ürünü sırf hepsi bir arada diye aldım ama böyle olacağını bilsem bi blender setini tercih ederdim. Yinede şimdilik işimi görüyor.,2
Beş dakikalık kullanıma göre; tuşlarda önemli oranda sesi azaltılmış. Ancak pil kapağı çok ince ve köşelerde boşluk kaldığı için pad üzerinde ses yapabiliyor. Sanırım ürünün en zayıf noktası. Bu marka ve bu model için ilginç...,2
Çeyizim için aldım zaten bildiğim bir üründü çok şık ve kullanışlı internetten alırken tereddüt etmiştim ama kargo hızlı bir şekilde elime ulaştı vegelir gelmez denedim çalışıyor da ben memnun kaldım emeğinize sağlık,1
Ürün kargo ile geldi kurulumunu yaptım şarzını doldurdum akşam oğluma doğum günü hediyesi olarak verdim 3 dakika sonra tablet dondu.ne yaptıysak kapanmadı ve normale dönmedi.oğlumun hediyeside eğlenceside söndü.sabah şarzı bitince kapandı tekrar normal açıldı.mall of media markta götürdüm durumu anlattım kelimenin tek anlamıyla salladılar şimdi pusuya yattık bekliyoruz cihaz donacakmı ne zaman donacak nasıl donacak,2
Fiyat superdi,1
Ürün hızlı bir şekilde elime ulaştı. fiyatı da piyasanın gerçekten altında. pişirmesine gelince tamamen kokusuz değiş kesinlikle hatta davlumbazı çalıştırmazsanız her yere koku siniyor. ancak balkonda kullanımları için uygundur.pişirme süresi son seviyede olmasına rağmen biftekler için biraz uzun sürüyor.,2
Gözlerimde hafif de olsa yanma yaptı. Çıkarma gücü fena değil. Kirpik etkisi için çok erken, daha kullanmaya yeni başladım.,0
Ben yaklaşık 6 aydır kullanıyorum ve gerek dokunmatiği ile gerekse uygulamalar ve hız ile ideal ama taşımak biraz sıkıntılı biraz büyük açıkcası veşarjıda yaklaşık 4 gün felan gidiyor,1
Kullanımını kolay rahat,1
Merhaba bu bulaşık makinesinden İstinye Park Vestel mağazasından yaklaşık 1 yıl önce aldık. Ben hiç memnun değilim bardakları hiç yıkamıyor lekeli ve çizik içinde bırakıyor. Denemediğim deterjan kalmadı acaba ondan sebep midir diye..tuzu ve parlatıcısını hiç eksik etmiyorum. Ayrıca çok gürültülü.Ve metal kısımlarına dokununca çarpıyor. Bundan önce 7 sene yabancı bir markanın bulaşık makinesini kullandım. O makine de bunların hiç biri olmamıştı. Halbuki yer aynı yer priz aynı priz...Pişmanım...Bunların haricinde program sayısı benim için yeterli.,0
Bildim bir üründü.O nedenle güvenerek aldım.,1
Çok iyi çekiyor tavsiye ederim,1
Ekran büyük Telefon çok ağır ; arkadaşlar öncelikle cihaz cok büyük bu eksi bir yön ikinci olarak cok kalın üçüncü olarakda ağır. Ama gayet tabi 6000 mHa bataryaya normal ama tek elle kesinlikle kullanmıyor. Hele bide yere düşerse kesin kırılır fiyatı bi tık yüksek biraz daha ucuz olursa tercih edilebilir . Bu arada batarya tam iki gün gidiyor fazlası yok,2
gayet güzel teşekkürler,1
Tost makinesi olarak çok pratik ve fiyatı cok uygun. Mini olması cok kullanışlı mutfakta nereye koyabilirim diye düşünmenize gerek yok :) sürekli elliniz altında olmasını isteyeceksiniz...En ucuz bu satıcıya ait..,1
Ürünü indirimdeyken aldım. şuana kadar bir sorun çıkmadı sadece sesi biraz fazla onun dışında ürün güzel,2
Cihazı yazlık için aldım. 15 dk.lık proğram çok işimize yaradı.Fiyatı da çok ekonomik. Bize bu indirimleri ve süratli servis sağladığı için; HEPSİ BURADA'ya, Seri kargo için; HOROZ LOJİSTİK'e ve hızlı servis için de VESTEL SERVİS'e teşekkürler.. Siparişimi 19 Eylülde verdim, 23 Eylüll günü makinam kurulmuştu bile.. Hepsine ayrı ayrı teşekkürler...,1
